#D = 0.192000, cgrav = 12.000000, Ts = 0.0019704069123315, At = 0.0289529112545519, yt = 0.1919949445239173 
#A                  h(A)                   I(A)                  c(A)                  phi(A)                  A(phi(A))                  A(h(A))   htrue(A)
0.0005460030816641   0.0096570958496283    0.0000207611754130   0.1106400463300021   0.3296232302394284   0.0005460030816543   0.0005460030816641    0.0096570958496284
0.0005684182557714   0.0099224604686173    0.0000222101802804   0.1121666436810327   0.3341052358735409   0.0005684182557605   0.0005684182557714    0.0099224604686174
0.0005914111822466   0.0101912232814786    0.0000237375397801   0.1136928438702318   0.3385832808056304   0.0005914111822342   0.0005914111822466    0.0101912232814787
0.0006149873742428   0.0104633736779166    0.0000253462517029   0.1152186428212917   0.3430573118532195   0.0006149873742286   0.0006149873742428    0.0104633736779167
0.0006391522528087   0.0107389009138997    0.0000270393783329   0.1167440365162079   0.3475272758779370   0.0006391522527925   0.0006391522528087    0.0107389009138997
0.0006639111460327   0.0110177941120843    0.0000288200464281   0.1182690209962518   0.3519931197861350   0.0006639111460142   0.0006639111460327    0.0110177941120843
0.0006892692882011   0.0113000422622444    0.0000306914471708   0.1197935923629512   0.3564547905295041   0.0006892692881803   0.0006892692882011    0.0113000422622445
0.0007152318189722   0.0115856342217066    0.0000326568360874   0.1213177467790792   0.3609122351056921   0.0007152318189490   0.0007152318189722    0.0115856342217066
0.0007418037825641   0.0118745587157891    0.0000347195329374   0.1228414804696519   0.3653654005589215   0.0007418037825387   0.0007418037825641    0.0118745587157891
0.0007689901269584   0.0121668043382476    0.0000368829215719   0.1243647897229339   0.3698142339806092   0.0007689901269310   0.0007689901269584    0.0121668043382477
0.0007967957031189   0.0124623595517255    0.0000391504497613   0.1258876708914543   0.3742586825099874   0.0007967957030899   0.0007967957031189    0.0124623595517255
0.0008252252642257   0.0127612126882090    0.0000415256289920   0.1274101203930295   0.3786986933347241   0.0008252252641954   0.0008252252642257    0.0127612126882090
0.0008542834649241   0.0130633519494878    0.0000440120342329   0.1289321347117972   0.3831342136915463   0.0008542834648930   0.0008542834649241    0.0130633519494878
0.0008839748605901   0.0133687654076214    0.0000466133036702   0.1304537103992583   0.3875651908668633   0.0008839748605589   0.0008839748605901    0.0133687654076214
0.0009143039066109   0.0136774410054094    0.0000493331384129   0.1319748440753297   0.3919915721973915   0.0009143039065803   0.0009143039066109    0.0136774410054094
0.0009452749576813   0.0139893665568677    0.0000521753021656   0.1334955324294050   0.3964133050707797   0.0009452749576520   0.0009452749576813    0.0139893665568677
0.0009768922671161   0.0143045297477096    0.0000551436208725   0.1350157722214271   0.4008303369262363   0.0009768922670886   0.0009768922671161    0.0143045297477096
0.0010091599861782   0.0146229181358321    0.0000582419823293   0.1365355602829693   0.4052426152551573   0.0010091599861534   0.0010091599861782    0.0146229181358320
0.0010420821634236   0.0149445191518066    0.0000614743357652   0.1380548935183278   0.4096500876017550   0.0010420821634021   0.0010420821634236    0.0149445191518066
0.0010756627440615   0.0152693200993758    0.0000648446913944   0.1395737689056239   0.4140527015636892   0.0010756627440440   0.0010756627440615    0.0152693200993758
0.0011099055693318   0.0155973081559545    0.0000683571199366   0.1410921834979174   0.4184504047926975   0.0011099055693187   0.0011099055693318    0.0155973081559544
0.0011448143758980   0.0159284703731356    0.0000720157521072   0.1426101344243306   0.4228431449952285   0.0011448143758898   0.0011448143758980    0.0159284703731356
0.0011803927952577   0.0162627936772020    0.0000758247780781   0.1441276188911834   0.4272308699330761   0.0011803927952548   0.0011803927952577    0.0162627936772020
0.0012166443531688   0.0166002648696421    0.0000797884469069   0.1456446341831396   0.4316135274240138   0.0012166443531713   0.0012166443531688    0.0166002648696421
0.0012535724690928   0.0169408706276710    0.0000839110659370   0.1471611776643653   0.4359910653424311   0.0012535724691008   0.0012535724690928    0.0169408706276710
0.0012911804556548   0.0172845975047566    0.0000881970001678   0.1486772467796982   0.4403634316199718   0.0012911804556683   0.0012911804556548    0.0172845975047566
0.0013294715181205   0.0176314319311504    0.0000926506715943   0.1501928390558293   0.4447305742461718   0.0013294715181393   0.0013294715181205    0.0176314319311503
0.0013684487538900   0.0179813602144230    0.0000972765585180   0.1517079521024965   0.4490924412690998   0.0013684487539138   0.0013684487538900    0.0179813602144230
0.0014081151520086   0.0183343685400050    0.0001020791948276   0.1532225836136910   0.4534489807959984   0.0014081151520370   0.0014081151520086    0.0183343685400050
0.0014484735926951   0.0186904429717323    0.0001070631692511   0.1547367313688760   0.4578001409939273   0.0014484735927274   0.0014484735926951    0.0186904429717323
0.0014895268468866   0.0190495694523958    0.0001122331245782   0.1562503932342180   0.4621458700904065   0.0014895268469221   0.0014895268468866    0.0190495694523958
0.0015312775758009   0.0194117338042971    0.0001175937568541   0.1577635671638318   0.4664861163740627   0.0015312775758389   0.0015312775758009    0.0194117338042972
0.0015737283305168   0.0197769217298077    0.0001231498145445   0.1592762512010384   0.4708208281952750   0.0015737283305564   0.0015737283305168    0.0197769217298078
0.0016168815515708   0.0201451188119337    0.0001289060976720   0.1607884434796366   0.4751499539668246   0.0016168815516110   0.0016168815515708    0.0201451188119337
0.0016607395685717   0.0205163105148845    0.0001348674569250   0.1623001422251880   0.4794734421645431   0.0016607395686116   0.0016607395685717    0.0205163105148846
0.0017053045998329   0.0208904821846475    0.0001410387927372   0.1638113457563174   0.4837912413279645   0.0017053045998717   0.0017053045998329    0.0208904821846475
0.0017505787520222   0.0212676190495657    0.0001474250543410   0.1653220524860254   0.4881033000609775   0.0017505787520588   0.0017505787520222    0.0212676190495658
0.0017965640198288   0.0216477062209215    0.0001540312387919   0.1668322609230178   0.4924095670324798   0.0017965640198624   0.0017965640198288    0.0216477062209216
0.0018432622856486   0.0220307286935242    0.0001608623899670   0.1683419696730482   0.4967099909770344   0.0018432622856785   0.0018432622856486    0.0220307286935242
0.0018906753192868   0.0224166713463024    0.0001679235975354   0.1698511774402768   0.5010045206955264   0.0018906753193122   0.0018906753192868    0.0224166713463024
0.0019388047776785   0.0228055189429010    0.0001752199959029   0.1713598830286442   0.5052931050558217   0.0019388047776988   0.0019388047776785    0.0228055189429010
0.0019876522046270   0.0231972561322827    0.0001827567631300   0.1728680853432604   0.5095756929934292   0.0019876522046418   0.0019876522046270    0.0231972561322827
0.0020372190305601   0.0235918674493340    0.0001905391198236   0.1743757833918111   0.5138522335121621   0.0020372190305691   0.0020372190305601    0.0235918674493340
0.0020875065723041   0.0239893373154759    0.0001985723280036   0.1758829762859789   0.5181226756848021   0.0020875065723071   0.0020875065723041    0.0239893373154759
0.0021385160328760   0.0243896500392785    0.0002068616899437   0.1773896632428821   0.5223869686537662   0.0021385160328730   0.0021385160328760    0.0243896500392785
0.0021902485012933   0.0247927898170811    0.0002154125469873   0.1788958435865293   0.5266450616317737   0.0021902485012845   0.0021902485012933    0.0247927898170810
0.0022427049524024   0.0251987407336154    0.0002242302783388   0.1804015167492928   0.5308969039025163   0.0022427049523879   0.0022427049524024    0.0251987407336153
0.0022958862467242   0.0256074867626343    0.0002333202998307   0.1819066822733976   0.5351424448213299   0.0022958862467046   0.0022958862467242    0.0256074867626342
0.0023497931303186   0.0260190117675446    0.0002426880626664   0.1834113398124301   0.5393816338158676   0.0023497931302944   0.0023497931303186    0.0260190117675445
0.0024044262346665   0.0264332995020436    0.0002523390521398   0.1849154891328633   0.5436144203867753   0.0024044262346384   0.0024044262346665    0.0264332995020435
0.0024597860765701   0.0268503336107610    0.0002622787863316   0.1864191301156017   0.5478407541083696   0.0024597860765389   0.0024597860765701    0.0268503336107609
0.0025158730580715   0.0272700976299043    0.0002725128147830   0.1879222627575447   0.5520605846293168   0.0025158730580380   0.0025158730580715    0.0272700976299042
0.0025726874663887   0.0276925749879087    0.0002830467171469   0.1894248871731685   0.5562738616733148   0.0025726874663538   0.0025726874663887    0.0276925749879086
0.0026302294738709   0.0281177490060915    0.0002938861018168   0.1909270035961288   0.5604805350397764   0.0026302294738354   0.0026302294738709    0.0281177490060914
0.0026884991379707   0.0285456028993105    0.0003050366045352   0.1924286123808823   0.5646805546045152   0.0026884991379355   0.0026884991379707    0.0285456028993105
0.0027474964012354   0.0289761197766267    0.0003165038869800   0.1939297140043290   0.5688738703204336   0.0027474964012014   0.0027474964012354    0.0289761197766266
0.0028072210913159   0.0294092826419708    0.0003282936353303   0.1954303090674750   0.5730604322182131   0.0028072210912841   0.0028072210913159    0.0294092826419707
0.0028676729209942   0.0298450743948146    0.0003404115588127   0.1969303982971165   0.5772401904070061   0.0028676729209651   0.0028676729209942    0.0298450743948146
0.0029288514882282   0.0302834778308459    0.0003528633882273   0.1984299825475446   0.5814130950751311   0.0029288514882025   0.0029288514882282    0.0302834778308459
0.0029907562762158   0.0307244756426478    0.0003656548744544   0.1999290628022730   0.5855790964907688   0.0029907562761939   0.0029907562762158    0.0307244756426478
0.0030533866534759   0.0311680504203816    0.0003787917869427   0.2014276401757865   0.5897381450026619   0.0030533866534583   0.0030533866534759    0.0311680504203817
0.0031167418739488   0.0316141846524748    0.0003922799121791   0.2029257159153138   0.5938901910408165   0.0031167418739357   0.0031167418739488    0.0316141846524749
0.0031808210771134   0.0320628607263118    0.0004061250521407   0.2044232914026213   0.5980351851172057   0.0031808210771048   0.0031808210771134    0.0320628607263118
0.0032456232881234   0.0325140609289294    0.0004203330227291   0.2059203681558325   0.6021730778264763   0.0032456232881194   0.0032456232881234    0.0325140609289294
0.0033111474179614   0.0329677674477161    0.0004349096521883   0.2074169478312698   0.6063038198466569   0.0033111474179615   0.0033111474179614    0.0329677674477162
0.0033773922636102   0.0334239623711156    0.0004498607795065   0.2089130322253211   0.6104273619398702   0.0033773922636142   0.0033773922636102    0.0334239623711156
0.0034443565082436   0.0338826276893333    0.0004651922528010   0.2104086232763314   0.6145436549530456   0.0034443565082510   0.0034443565082436    0.0338826276893333
0.0035120387214338   0.0343437452950478    0.0004809099276890   0.2119037230665196   0.6186526498186367   0.0035120387214439   0.0035120387214338    0.0343437452950479
0.0035804373593776   0.0348072969841257    0.0004970196656431   0.2133983338239207   0.6227542975553383   0.0035804373593896   0.0035804373593776    0.0348072969841258
0.0036495507651397   0.0352732644563400    0.0005135273323326   0.2148924579243545   0.6268485492688111   0.0036495507651529   0.0036495507651397    0.0352732644563401
0.0037193771689151   0.0357416293160927    0.0005304387959508   0.2163860978934215   0.6309353561524030   0.0037193771689285   0.0037193771689151    0.0357416293160928
0.0037899146883077   0.0362123730731412    0.0005477599255301   0.2178792564085247   0.6350146694878777   0.0037899146883204   0.0037899146883077    0.0362123730731412
0.0038611613286284   0.0366854771433279    0.0005654965892431   0.2193719363009206   0.6390864406461438   0.0038611613286396   0.0038611613286284    0.0366854771433279
0.0039331149832095   0.0371609228493142    0.0005836546526931   0.2208641405577976   0.6431506210879886   0.0039331149832182   0.0039331149832095    0.0371609228493143
0.0040057734337375   0.0376386914213179    0.0006022399771920   0.2223558723243831   0.6472071623648121   0.0040057734337429   0.0040057734337375    0.0376386914213179
0.0040791343506035   0.0381187639978537    0.0006212584180277   0.2238471349060808   0.6512560161193666   0.0040791343506049   0.0040791343506035    0.0381187639978536
0.0041531952932711   0.0386011216264782    0.0006407158227211   0.2253379317706367   0.6552971340864977   0.0041531952932679   0.0041531952932711    0.0386011216264782
0.0042279537106616   0.0390857452645384    0.0006606180292738   0.2268282665503366   0.6593304680938891   0.0042279537106533   0.0042279537106616    0.0390857452645383
0.0043034069415570   0.0395726157799227    0.0006809708644055   0.2283181430442340   0.6633559700628101   0.0043034069415432   0.0043034069415570    0.0395726157799226
0.0043795522150202   0.0400617139518168    0.0007017801417837   0.2298075652204097   0.6673735920088664   0.0043795522150008   0.0043795522150202    0.0400617139518167
0.0044563866508327   0.0405530204714624    0.0007230516602450   0.2312965372182640   0.6713832860427543   0.0044563866508076   0.0044563866508327    0.0405530204714623
0.0045339072599489   0.0410465159429194    0.0007447912020091   0.2327850633508416   0.6753850043710178   0.0045339072599183   0.0045339072599489    0.0410465159429193
0.0046121109449689   0.0415421808838315    0.0007670045308859   0.2342731481071892   0.6793786992968091   0.0046121109449331   0.0046121109449689    0.0415421808838314
0.0046909945006268   0.0420399957261956    0.0007896973904760   0.2357607961547487   0.6833643232206533   0.0046909945005865   0.0046909945006268    0.0420399957261955
0.0047705546142977   0.0425399408171340    0.0008128755023661   0.2372480123417837   0.6873418286412152   0.0047705546142534   0.0047705546142977    0.0425399408171340
0.0048507878665199   0.0430419964196708    0.0008365445643188   0.2387348016998426   0.6913111681560707   0.0048507878664724   0.0048507878665199    0.0430419964196707
0.0049316907315356   0.0435461427135102    0.0008607102484585   0.2402211694462572   0.6952722944624815   0.0049316907314860   0.0049316907315356    0.0435461427135102
0.0050132595778473   0.0440523597958200    0.0008853781994528   0.2417071209866778   0.6992251603581726   0.0050132595777965   0.0050132595778473    0.0440523597958199
0.0050954906687913   0.0445606276820163    0.0009105540326914   0.2431926619176471   0.7031697187421150   0.0050954906687405   0.0050954906687913    0.0445606276820163
0.0051783801631279   0.0450709263065535    0.0009362433324616   0.2446777980292108   0.7071059226153110   0.0051783801630782   0.0051783801631279    0.0450709263065535
0.0052619241156476   0.0455832355237156    0.0009624516501221   0.2461625353075685   0.7110337250815837   0.0052619241156003   0.0052619241156476    0.0455832355237156
0.0053461184777948   0.0460975351084118    0.0009891845022759   0.2476468799377638   0.7149530793483707   0.0053461184777509   0.0053461184777948    0.0460975351084119
0.0054309590983063   0.0466138047569753    0.0010164473689413   0.2491308383064147   0.7188639387275205   0.0054309590982670   0.0054309590983063    0.0466138047569754
0.0055164417238674   0.0471320240879643    0.0010442456917237   0.2506144170044862   0.7227662566360947   0.0055164417238336   0.0055164417238674    0.0471320240879644
0.0056025619997834   0.0476521726429669    0.0010725848719878   0.2520976228301037   0.7266599865971726   0.0056025619997559   0.0056025619997834    0.0476521726429670
0.0056893154706669   0.0481742298874088    0.0011014702690297   0.2535804627914116   0.7305450822406608   0.0056893154706466   0.0056893154706669    0.0481742298874089
0.0057766975811421   0.0486981752113639    0.0011309071982523   0.2550629441094728   0.7344214973041073   0.0057766975811295   0.0057766975811421    0.0486981752113640
0.0058647036765635   0.0492239879303680    0.0011609009293420   0.2565450742212160   0.7382891856335183   0.0058647036765588   0.0058647036765635    0.0492239879303681
0.0059533290037511   0.0497516472862352    0.0011914566844482   0.2580268607824256   0.7421481011841803   0.0059533290037546   0.0059533290037511    0.0497516472862353
0.0060425687117412   0.0502811324478778    0.0012225796363670   0.2595083116707812   0.7459981980214880   0.0060425687117527   0.0060425687117412    0.0502811324478778
0.0061324178525520   0.0508124225121280    0.0012542749067286   0.2609894349889417   0.7498394303217731   0.0061324178525712   0.0061324178525520    0.0508124225121281
0.0062228713819655   0.0513454965045640    0.0012865475641898   0.2624702390676794   0.7536717523731405   0.0062228713819919   0.0062228713819655    0.0513454965045640
0.0063139241603235   0.0518803333803372    0.0013194026226310   0.2639507324690635   0.7574951185763084   0.0063139241603563   0.0063139241603235    0.0518803333803372
0.0064055709533395   0.0524169120250035    0.0013528450393606   0.2654309239896929   0.7613094834454516   0.0064055709533778   0.0064055709533395    0.0524169120250035
0.0064978064329252   0.0529552112553569    0.0013868797133247   0.2669108226639816   0.7651148016090523   0.0064978064329679   0.0064978064329252    0.0529552112553569
0.0065906251780319   0.0534952098202655    0.0014215114833248   0.2683904377674955   0.7689110278107518   0.0065906251780779   0.0065906251780319    0.0534952098202655
0.0066840216755066   0.0540368864015105    0.0014567451262430   0.2698697788203428   0.7726981169102105   0.0066840216755543   0.0066840216755066    0.0540368864015104
0.0067779903209623   0.0545802196146280    0.0014925853552760   0.2713488555906199   0.7764760238839710   0.0067779903210104   0.0067779903209623    0.0545802196146279
0.0068725254196632   0.0551251880097531    0.0015290368181774   0.2728276780979119   0.7802447038263269   0.0068725254197103   0.0068725254196632    0.0551251880097530
0.0069676211874243   0.0556717700724667    0.0015661040955107   0.2743062566168499   0.7840041119501950   0.0069676211874689   0.0069676211874243    0.0556717700724666
0.0070632717515240   0.0562199442246448    0.0016037916989114   0.2757846016807272   0.7877542035879957   0.0070632717515647   0.0070632717515240    0.0562199442246447
0.0071594711516323   0.0567696888253106    0.0016421040693612   0.2772627240851733   0.7914949341925351   0.0071594711516679   0.0071594711516323    0.0567696888253105
0.0072562133407515   0.0573209821714885    0.0016810455754723   0.2787406348918900   0.7952262593378961   0.0072562133407807   0.0072562133407515    0.0573209821714884
0.0073534921861710   0.0578738024990611    0.0017206205117848   0.2802183454324469   0.7989481347203307   0.0073534921861931   0.0073534921861710    0.0578738024990611
0.0074513014704364   0.0584281279836286    0.0017608330970764   0.2816958673121418   0.8026605161591609   0.0074513014704504   0.0074513014704364    0.0584281279836286
0.0075496348923305   0.0589839367413700    0.0018016874726851   0.2831732124139241   0.8063633595976857   0.0075496348923359   0.0075496348923305    0.0589839367413699
0.0076484860678687   0.0595412068299071    0.0018431877008458   0.2846503929023841   0.8100566211040899   0.0076484860678653   0.0076484860678687    0.0595412068299071
